,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
71,frozenset({'LIQUOR'}),"frozenset({'NON-ALCOHOL', 'BEER', 'WINE'})",0.3159041394335512,0.015250544662309368,0.015250544662309368,0.04827586206896552,3.1655172413793102,0.01043283447486959,1.034700514666414,1.0
38,frozenset({'LIQUOR'}),"frozenset({'NON-ALCOHOL', 'WINE'})",0.3159041394335512,0.023965141612200435,0.02287581699346405,0.07241379310344827,3.021630094043887,0.015305129556058684,1.0522308882247653,0.978010312405217
37,"frozenset({'NON-ALCOHOL', 'WINE'})",frozenset({'LIQUOR'}),0.023965141612200435,0.3159041394335512,0.02287581699346405,0.9545454545454545,3.0216300940438865,0.015305129556058684,15.05010893246185,0.6854804421768708
45,"frozenset({'BEER', 'KEGS'})","frozenset({'LIQUOR', 'NON-ALCOHOL'})",0.13071895424836602,0.03159041394335512,0.010893246187363835,0.08333333333333333,2.6379310344827585,0.006763780312415453,1.0564468211527036,0.7142857142857143
46,"frozenset({'LIQUOR', 'NON-ALCOHOL'})","frozenset({'BEER', 'KEGS'})",0.03159041394335512,0.13071895424836602,0.010893246187363835,0.3448275862068966,2.6379310344827585,0.006763780312415453,1.3267973856209152,0.6411698537682791
5,"frozenset({'LIQUOR', 'BEER'})",frozenset({'KEGS'}),0.06100217864923747,0.13616557734204793,0.02178649237472767,0.35714285714285715,2.6228571428571428,0.0134800954998315,1.3437424352457032,0.6589327146171694
6,frozenset({'KEGS'}),"frozenset({'LIQUOR', 'BEER'})",0.13616557734204793,0.06100217864923747,0.02178649237472767,0.16,2.6228571428571428,0.0134800954998315,1.1178545492270981,0.7162673392181589
62,"frozenset({'LIQUOR', 'NON-ALCOHOL', 'WINE'})",frozenset({'BEER'}),0.02287581699346405,0.2570806100217865,0.015250544662309368,0.6666666666666667,2.593220338983051,0.00936961567488288,2.228758169934641,0.6287625418060201
73,frozenset({'BEER'}),"frozenset({'LIQUOR', 'NON-ALCOHOL', 'WINE'})",0.2570806100217865,0.02287581699346405,0.015250544662309368,0.05932203389830508,2.5932203389830506,0.00936961567488288,1.038744626979921,0.8269794721407624
39,frozenset({'NON-ALCOHOL'}),"frozenset({'LIQUOR', 'WINE'})",0.05337690631808279,0.16666666666666666,0.02287581699346405,0.42857142857142855,2.5714285714285716,0.013979665940450253,1.4583333333333335,0.6455696202531646
36,"frozenset({'LIQUOR', 'WINE'})",frozenset({'NON-ALCOHOL'}),0.16666666666666666,0.05337690631808279,0.02287581699346405,0.13725490196078433,2.5714285714285716,0.013979665940450253,1.097222222222222,0.7333333333333333
30,"frozenset({'LIQUOR', 'NON-ALCOHOL'})",frozenset({'KEGS'}),0.03159041394335512,0.13616557734204793,0.010893246187363835,0.3448275862068966,2.5324137931034483,0.006591719234292604,1.3184841187937164,0.624859392575928
33,frozenset({'KEGS'}),"frozenset({'LIQUOR', 'NON-ALCOHOL'})",0.13616557734204793,0.03159041394335512,0.010893246187363835,0.08,2.5324137931034483,0.006591719234292604,1.0526191152789617,0.7005044136191677
12,frozenset({'NON-ALCOHOL'}),"frozenset({'BEER', 'KEGS'})",0.05337690631808279,0.13071895424836602,0.017429193899782137,0.326530612244898,2.4979591836734696,0.010451820524869353,1.2907506436918204,0.6334867663981588
9,"frozenset({'BEER', 'KEGS'})",frozenset({'NON-ALCOHOL'}),0.13071895424836602,0.05337690631808279,0.017429193899782137,0.13333333333333333,2.497959183673469,0.010451820524869353,1.0922574157868274,0.6898496240601504
26,"frozenset({'NON-ALCOHOL', 'WINE'})",frozenset({'BEER'}),0.023965141612200435,0.2570806100217865,0.015250544662309368,0.6363636363636364,2.475346687211094,0.00908957143738638,2.043028322440087,0.6106505102040816
29,frozenset({'BEER'}),"frozenset({'NON-ALCOHOL', 'WINE'})",0.2570806100217865,0.023965141612200435,0.015250544662309368,0.05932203389830508,2.475346687211094,0.00908957143738638,1.037586606214057,0.802262253875157
60,frozenset({'LIQUOR'}),"frozenset({'BEER', 'WINE', 'KEGS'})",0.3159041394335512,0.0196078431372549,0.015250544662309368,0.04827586206896552,2.462068965517241,0.009056345849886797,1.0301221938050582,0.8680618744313012
35,frozenset({'LIQUOR'}),"frozenset({'WINE', 'KEGS'})",0.3159041394335512,0.0196078431372549,0.015250544662309368,0.04827586206896552,2.462068965517241,0.009056345849886797,1.0301221938050582,0.8680618744313012
34,"frozenset({'WINE', 'KEGS'})",frozenset({'LIQUOR'}),0.0196078431372549,0.3159041394335512,0.015250544662309368,0.7777777777777778,2.462068965517241,0.009056345849886797,3.0784313725490198,0.6057142857142859
